team,team_id,year,conference,games_played,expected_wins,wins,losses,home_wins,home_losses,away_wins,away_losses
Eastern Michigan,2199,2021,Mid-American,13,3.5,7,6,4,2,3,3
Florida,57,2021,SEC,13,8.3,6,7,5,1,1,4
Florida Atlantic,2226,2021,Conference USA,12,6.4,5,7,4,2,1,5
Florida International,2229,2021,Conference USA,12,1.2,1,11,1,5,0,6
Florida State,52,2021,ACC,12,6.0,5,7,3,4,2,3
Fresno State,278,2021,Mountain West,13,8.3,10,3,5,1,4,2
Georgia,61,2021,SEC,15,13.9,14,1,6,0,4,0
Georgia Southern,290,2021,Sun Belt,12,3.2,3,9,2,4,1,5
Georgia State,2247,2021,Sun Belt,13,6.9,8,5,4,2,3,3
Georgia Tech,59,2021,ACC,12,3.0,3,9,1,5,1,4
Hawai'i,62,2021,Mountain West,13,5.3,6,7,4,2,2,5
Houston,248,2021,American Athletic,14,10.8,12,2,5,0,6,1
Illinois,356,2021,Big Ten,12,6.1,5,7,3,4,2,3
Indiana,84,2021,Big Ten,12,2.9,2,10,1,5,1,5
Iowa,2294,2021,Big Ten,14,7.0,10,4,6,1,4,1
Iowa State,66,2021,Big 12,13,7.3,7,6,5,1,2,4
Kansas,2305,2021,Big 12,12,1.7,2,10,1,5,1,5
Kansas State,2306,2021,Big 12,13,7.4,8,5,4,3,2,2
Kent State,2309,2021,Mid-American,14,5.7,7,7,5,0,2,5
Kentucky,96,2021,SEC,13,8.5,10,3,6,1,3,2
Liberty,2335,2021,FBS Independents,13,7.9,8,5,4,2,3,3
Louisiana,309,2021,Sun Belt,14,8.7,13,1,7,0,5,1
Louisiana Monroe,2433,2021,Sun Belt,12,3.0,4,8,4,2,0,6
Louisiana Tech,2348,2021,Conference USA,12,4.1,3,9,3,3,0,6
Louisville,97,2021,ACC,13,8.8,6,7,4,3,2,2
LSU,99,2021,SEC,13,7.2,6,7,5,2,1,4
Marshall,276,2021,Conference USA,13,6.4,7,6,3,3,4,2
Maryland,120,2021,Big Ten,13,6.1,7,6,4,3,2,3
Memphis,235,2021,American Athletic,12,6.4,6,6,5,2,1,4
Miami,2390,2021,ACC,12,6.0,7,5,5,2,2,2
Miami (OH),193,2021,Mid-American,13,6.3,7,6,5,0,1,6
Michigan,130,2021,Big Ten,14,11.7,12,2,7,0,4,1
Michigan State,127,2021,Big Ten,13,9.2,11,2,6,0,4,2
Middle Tennessee,2393,2021,Conference USA,13,4.1,7,6,4,1,2,5
Minnesota,135,2021,Big Ten,13,10.1,9,4,4,3,4,1
Mississippi State,344,2021,SEC,13,6.1,7,6,4,3,3,2
Missouri,142,2021,SEC,13,3.9,6,7,5,2,1,4
Navy,2426,2021,American Athletic,12,7.0,4,8,1,5,3,3
NC State,152,2021,ACC,12,8.0,9,3,7,0,2,3
Nebraska,158,2021,Big Ten,12,7.6,3,9,3,4,0,5
Nevada,2440,2021,Mountain West,13,6.5,8,5,5,1,3,3
New Mexico,167,2021,Mountain West,12,2.3,3,9,2,4,1,5
New Mexico State,166,2021,FBS Independents,12,2.1,2,10,2,3,0,7
North Carolina,153,2021,ACC,13,5.8,6,7,6,1,0,4
Northern Illinois,2459,2021,Mid-American,14,7.7,9,5,4,2,4,2
North Texas,249,2021,Conference USA,13,6.1,6,7,3,3,3,3
Northwestern,77,2021,Big Ten,12,3.4,3,9,3,3,0,5
Notre Dame,87,2021,FBS Independents,13,9.8,11,2,6,1,4,0
Ohio,195,2021,Mid-American,12,3.9,3,9,1,5,2,4
Ohio State,194,2021,Big Ten,13,9.9,11,2,6,1,4,1
Oklahoma,201,2021,Big 12,13,8.4,11,2,7,0,2,2
Oklahoma State,197,2021,Big 12,14,10.1,12,2,7,0,4,1
Old Dominion,295,2021,Conference USA,13,5.8,6,7,4,2,2,4
Ole Miss,145,2021,SEC,13,9.0,10,3,7,0,2,2
Oregon,2483,2021,Pac-12,14,9.8,10,4,7,0,3,2
Oregon State,204,2021,Pac-12,13,8.7,7,6,6,0,1,5
Penn State,213,2021,Big Ten,13,7.1,7,6,5,2,2,3
Pittsburgh,221,2021,ACC,14,10.6,11,3,5,2,5,0
Purdue,2509,2021,Big Ten,13,6.2,9,4,4,2,3,2
Rice,242,2021,Conference USA,12,4.9,4,8,3,3,1,5
Rutgers,164,2021,Big Ten,13,4.1,5,8,2,4,3,3
San Diego State,21,2021,Mountain West,14,10.4,12,2,6,2,5,0
San José State,23,2021,Mountain West,12,4.2,5,7,3,3,2,4
SMU,2567,2021,American Athletic,12,6.9,8,4,5,1,3,3
South Alabama,6,2021,Sun Belt,12,5.1,5,7,4,2,1,5
South Carolina,2579,2021,SEC,13,6.9,7,6,5,2,1,4
Southern Mississippi,2572,2021,Conference USA,12,3.3,3,9,2,4,1,5
South Florida,58,2021,American Athletic,12,3.3,2,10,2,4,0,6
Stanford,24,2021,Pac-12,12,2.8,3,9,1,5,2,3
Syracuse,183,2021,ACC,12,5.6,5,7,3,4,2,3
TCU,2628,2021,Big 12,12,4.8,5,7,4,3,1,4
Temple,218,2021,American Athletic,12,2.1,3,9,2,4,1,5
Tennessee,2633,2021,SEC,13,8.1,7,6,5,3,2,2
Texas,251,2021,Big 12,12,4.6,5,7,4,2,1,4
Texas A&M,245,2021,SEC,12,9.0,8,4,6,1,1,2
Texas State,326,2021,Sun Belt,12,2.3,4,8,2,4,2,4
Texas Tech,2641,2021,Big 12,13,6.0,7,6,3,3,2,3
Toledo,2649,2021,Mid-American,13,8.0,7,6,3,3,4,2
Troy,2653,2021,Sun Belt,12,4.9,5,7,3,3,2,4
Tulane,2655,2021,American Athletic,12,4.3,2,10,2,4,0,6
Tulsa,202,2021,American Athletic,13,6.5,7,6,3,3,3,3
UAB,5,2021,Conference USA,13,9.5,9,4,3,2,4,2
UCF,2116,2021,American Athletic,13,7.3,9,4,7,0,1,4
UCLA,26,2021,Pac-12,12,8.8,8,4,4,3,4,1
UMass,113,2021,FBS Independents,12,1.3,1,11,1,5,0,6
UNLV,2439,2021,Mountain West,12,2.1,2,10,1,5,1,5
USC,30,2021,Pac-12,12,3.5,4,8,2,5,2,3
Utah,254,2021,Pac-12,14,10.2,10,4,6,0,3,3
Utah State,328,2021,Mountain West,14,8.7,11,3,3,3,7,0
UTEP,2638,2021,Conference USA,13,8.2,7,6,5,1,2,4
UT San Antonio,2636,2021,Conference USA,14,9.2,12,2,7,0,5,1
Vanderbilt,238,2021,SEC,12,0.9,2,10,1,6,1,4
Virginia,258,2021,ACC,12,4.6,6,6,4,3,2,3
Virginia Tech,259,2021,ACC,13,5.9,6,7,4,3,2,3
Wake Forest,154,2021,ACC,14,7.5,11,3,6,0,4,2
Washington,264,2021,Pac-12,12,4.5,4,8,2,5,2,3
Washington State,265,2021,Pac-12,13,5.6,7,6,4,3,3,2
Western Kentucky,98,2021,Conference USA,14,7.2,9,5,4,2,4,3
Western Michigan,2711,2021,Mid-American,13,9.4,8,5,4,2,3,3
West Virginia,277,2021,Big 12,13,6.0,6,7,4,2,2,4
Wisconsin,275,2021,Big Ten,13,9.0,9,4,5,2,3,1
Wyoming,2751,2021,Mountain West,13,7.6,7,6,3,3,3,3
Air Force,2005,2022,Mountain West,13,9.9,10,3,6,1,2,2
Akron,2006,2022,Mid-American,12,1.5,2,10,1,4,1,6
Alabama,333,2022,SEC,13,10.5,11,2,7,0,3,2
Appalachian State,2026,2022,Sun Belt,12,7.1,6,6,5,2,1,4
Arizona,12,2022,Pac-12,12,4.0,5,7,3,4,2,3
Arizona State,9,2022,Pac-12,12,4.3,3,9,2,4,1,5
Arkansas,8,2022,SEC,13,8.5,7,6,4,3,2,2
Arkansas State,2032,2022,Sun Belt,12,4.0,3,9,3,3,0,6
Army,349,2022,FBS Independents,12,7.1,6,6,4,2,1,3
Auburn,2,2022,SEC,12,6.7,5,7,5,3,0,4
Ball State,2050,2022,Mid-American,12,3.7,5,7,3,3,2,4
Baylor,239,2022,Big 12,13,7.4,6,7,3,3,3,3
Boise State,68,2022,Mountain West,14,8.6,10,4,5,2,4,2
Boston College,103,2022,ACC,12,3.1,3,9,2,4,1,5
Bowling Green,189,2022,Mid-American,13,4.8,6,7,3,3,3,3
Buffalo,2084,2022,Mid-American,13,6.1,7,6,3,2,3,4
BYU,252,2022,FBS Independents,13,6.5,8,5,4,2,3,2
California,25,2022,Pac-12,12,3.7,4,8,4,3,0,5
Central Michigan,2117,2022,Mid-American,12,4.4,4,8,2,4,2,4
Charlotte,2429,2022,Conference USA,12,2.4,3,9,1,5,2,4
Cincinnati,2132,2022,American Athletic,13,6.5,9,4,5,1,3,2
Clemson,228,2022,ACC,14,11.0,11,3,6,1,3,1
Coastal Carolina,324,2022,Sun Belt,13,6.1,9,4,6,1,3,2
Colorado,38,2022,Pac-12,12,1.0,1,11,1,5,0,6
Colorado State,36,2022,Mountain West,12,4.0,3,9,2,4,1,5
Connecticut,41,2022,FBS Independents,13,6.3,6,7,5,1,1,5
Duke,150,2022,ACC,13,7.4,9,4,5,1,3,3
East Carolina,151,2022,American Athletic,13,7.4,8,5,4,3,2,2
Eastern Michigan,2199,2022,Mid-American,13,6.4,9,4,3,3,5,1
Florida,57,2022,SEC,13,6.3,6,7,5,2,1,3
Florida Atlantic,2226,2022,Conference USA,12,6.6,5,7,4,2,1,5
Florida International,2229,2022,Conference USA,12,2.5,4,8,2,4,2,4
Florida State,52,2022,ACC,13,9.5,10,3,5,2,3,1
Fresno State,278,2022,Mountain West,14,8.4,10,4,5,1,4,3
Georgia,61,2022,SEC,15,14.4,15,0,6,0,4,0
Georgia Southern,290,2022,Sun Belt,13,4.3,6,7,4,2,2,4
Georgia State,2247,2022,Sun Belt,12,5.6,4,8,2,4,2,4
Georgia Tech,59,2022,ACC,12,3.7,5,7,2,3,3,3
Hawai'i,62,2022,Mountain West,13,2.9,3,10,3,4,0,6
Houston,248,2022,American Athletic,13,8.0,8,5,3,3,4,2
Illinois,356,2022,Big Ten,13,10.2,8,5,5,2,3,2
Indiana,84,2022,Big Ten,12,1.7,4,8,3,4,1,4
Iowa,2294,2022,Big Ten,13,6.9,8,5,4,3,3,2
Iowa State,66,2022,Big 12,12,4.7,4,8,3,4,1,4
James Madison,256,2022,Sun Belt,11,8.4,8,3,5,1,3,2
Kansas,2305,2022,Big 12,13,6.9,6,7,4,2,2,4
Kansas State,2306,2022,Big 12,14,10.1,10,4,5,2,4,1
Kent State,2309,2022,Mid-American,12,4.1,5,7,3,2,2,5
Kentucky,96,2022,SEC,13,7.2,7,6,5,3,2,2
Liberty,2335,2022,FBS Independents,13,7.3,8,5,4,2,4,2
Louisiana,309,2022,Sun Belt,13,5.7,6,7,4,2,2,4
Louisiana Monroe,2433,2022,Sun Belt,12,2.9,4,8,3,2,1,6
Louisiana Tech,2348,2022,Conference USA,12,3.8,3,9,3,2,0,7
Louisville,97,2022,ACC,13,8.3,8,5,5,1,2,4
LSU,99,2022,SEC,14,8.9,10,4,6,1,3,1
Marshall,276,2022,Sun Belt,13,8.4,9,4,4,2,4,2
Maryland,120,2022,Big Ten,13,6.8,8,5,5,2,2,3
Memphis,235,2022,American Athletic,13,7.6,7,6,5,2,1,4
Miami,2390,2022,ACC,12,4.9,5,7,2,5,3,2
Miami (OH),193,2022,Mid-American,13,3.6,6,7,3,2,3,3
Michigan,130,2022,Big Ten,14,12.6,13,1,8,0,4,0
Michigan State,127,2022,Big Ten,12,3.9,5,7,4,3,1,4
Middle Tennessee,2393,2022,Conference USA,13,7.0,8,5,3,2,4,3
Minnesota,135,2022,Big Ten,13,9.7,9,4,5,2,3,2
Mississippi State,344,2022,SEC,13,6.9,9,4,6,1,2,3
Missouri,142,2022,SEC,13,5.5,6,7,5,2,1,4
Navy,2426,2022,American Athletic,12,7.5,4,8,2,3,2,3
NC State,152,2022,ACC,13,6.9,8,5,6,1,2,3
Nebraska,158,2022,Big Ten,12,5.0,4,8,2,5,2,2
Nevada,2440,2022,Mountain West,12,2.1,2,10,1,5,1,5
New Mexico,167,2022,Mountain West,12,2.4,2,10,2,4,0,6
New Mexico State,166,2022,FBS Independents,13,6.3,7,6,4,2,2,4
North Carolina,153,2022,ACC,14,7.1,9,5,3,3,6,0
Northern Illinois,2459,2022,Mid-American,12,5.7,3,9,1,5,2,4
North Texas,249,2022,Conference USA,14,6.6,7,7,5,1,2,5
Northwestern,77,2022,Big Ten,12,3.5,1,11,0,6,0,5
Notre Dame,87,2022,FBS Independents,13,8.7,9,4,4,2,2,2
Ohio,195,2022,Mid-American,14,7.2,10,4,6,0,3,3
Ohio State,194,2022,Big Ten,13,9.8,11,2,7,1,4,0
Oklahoma,201,2022,Big 12,13,7.3,6,7,4,2,2,3
Oklahoma State,197,2022,Big 12,13,5.5,7,6,6,1,1,4
Old Dominion,295,2022,Sun Belt,12,1.5,3,9,2,4,1,5
Ole Miss,145,2022,SEC,13,9.3,8,5,5,2,3,2
Oregon,2483,2022,Pac-12,13,10.5,10,3,5,1,4,1
Oregon State,204,2022,Pac-12,13,11.2,10,3,5,1,3,2
Penn State,213,2022,Big Ten,13,10.5,11,2,6,1,4,1
Pittsburgh,221,2022,ACC,13,9.3,9,4,5,2,3,2
Purdue,2509,2022,Big Ten,14,6.7,8,6,4,2,4,2
Rice,242,2022,Conference USA,13,5.2,5,8,4,2,1,5
Rutgers,164,2022,Big Ten,12,4.9,4,8,2,4,2,4
San Diego State,21,2022,Mountain West,13,7.6,7,6,5,2,2,3
San José State,23,2022,Mountain West,12,5.5,7,5,6,0,1,4
SMU,2567,2022,American Athletic,13,6.5,7,6,4,2,3,3
South Alabama,6,2022,Sun Belt,13,10.3,10,3,5,1,5,1
South Carolina,2579,2022,SEC,13,6.8,8,5,5,2,3,2
Southern Mississippi,2572,2022,Sun Belt,13,6.9,7,6,3,3,3,3
South Florida,58,2022,American Athletic,12,3.2,1,11,1,4,0,6
Stanford,24,2022,Pac-12,12,2.9,3,9,2,4,1,5
Syracuse,183,2022,ACC,13,6.0,7,6,5,2,2,3
TCU,2628,2022,Big 12,15,10.3,13,2,6,0,6,0
Temple,218,2022,American Athletic,12,4.3,3,9,3,4,0,5
Tennessee,2633,2022,SEC,13,9.7,11,2,7,0,3,2
Texas,251,2022,Big 12,13,9.8,8,5,5,2,2,2
Texas A&M,245,2022,SEC,12,4.7,5,7,4,3,0,4
Texas State,326,2022,Sun Belt,12,4.4,4,8,4,2,0,6
Texas Tech,2641,2022,Big 12,13,6.4,8,5,6,1,1,4
Toledo,2649,2022,Mid-American,14,10.6,9,5,5,1,2,4
Troy,2653,2022,Sun Belt,14,9.6,12,2,7,0,4,2
Tulane,2655,2022,American Athletic,14,9.1,12,2,6,2,5,0
Tulsa,202,2022,American Athletic,12,5.0,5,7,3,3,2,4
UAB,5,2022,Conference USA,13,8.6,7,6,5,1,1,5
UCF,2116,2022,American Athletic,14,7.6,9,5,5,2,4,2
UCLA,26,2022,Pac-12,13,9.8,9,4,6,2,3,1
UMass,113,2022,FBS Independents,12,1.7,1,11,1,4,0,7
UNLV,2439,2022,Mountain West,12,4.8,5,7,4,2,1,5
USC,30,2022,Pac-12,14,9.8,11,3,7,0,4,1
Utah,254,2022,Pac-12,14,9.6,10,4,6,0,3,3
Utah State,328,2022,Mountain West,13,5.5,6,7,4,2,2,4
UTEP,2638,2022,Conference USA,12,4.5,5,7,4,2,1,5
UT San Antonio,2636,2022,Conference USA,14,9.8,11,3,6,1,5,1
Vanderbilt,238,2022,SEC,12,4.8,5,7,2,4,3,3
Virginia,258,2022,ACC,10,4.1,3,7,2,4,1,3
Virginia Tech,259,2022,ACC,11,5.0,3,8,2,3,1,5
Wake Forest,154,2022,ACC,13,8.4,8,5,5,2,2,3
Washington,264,2022,Pac-12,13,8.2,11,2,7,0,3,2
Washington State,265,2022,Pac-12,13,5.4,7,6,4,3,3,2
Western Kentucky,98,2022,Conference USA,14,8.6,9,5,4,2,4,3
Western Michigan,2711,2022,Mid-American,12,4.3,5,7,2,4,3,3
West Virginia,277,2022,Big 12,12,5.3,5,7,3,3,2,4
Wisconsin,275,2022,Big Ten,13,7.9,7,6,4,3,2,3
Wyoming,2751,2022,Mountain West,13,6.0,7,6,4,2,3,3
Air Force,2005,2023,Mountain West,13,10.7,9,4,4,1,3,2
Akron,2006,2023,Mid-American,12,3.8,2,10,2,3,0,7
Alabama,333,2023,SEC,14,11.3,12,2,6,1,5,0
Appalachian State,2026,2023,Sun Belt,14,9.7,9,5,5,1,3,4
Arizona,12,2023,Pac-12,13,8.7,10,3,5,1,4,2
Arizona State,9,2023,Pac-12,12,3.6,3,9,2,6,1,3
Arkansas,8,2023,SEC,12,5.5,4,8,2,4,1,3
Arkansas State,2032,2023,Sun Belt,13,5.6,6,7,4,2,2,4
Army,349,2023,FBS Independents,12,6.6,6,6,3,3,1,3
Auburn,2,2023,SEC,13,6.4,6,7,3,4,3,2
Ball State,2050,2023,Mid-American,12,5.7,4,8,3,3,1,5
Baylor,239,2023,Big 12,12,2.4,3,9,1,7,2,2
Boise State,68,2023,Mountain West,14,9.1,8,6,5,1,3,4
Boston College,103,2023,ACC,13,6.0,7,6,3,4,3,2
Bowling Green,189,2023,Mid-American,13,6.8,7,6,3,2,4,3
Buffalo,2084,2023,Mid-American,12,2.8,3,9,1,5,2,4
BYU,252,2023,Big 12,12,3.6,5,7,4,2,1,5
California,25,2023,Pac-12,13,6.4,6,7,3,3,3,3
Central Michigan,2117,2023,Mid-American,12,3.8,5,7,4,1,1,6
Charlotte,2429,2023,American Athletic,12,3.2,3,9,1,5,2,4
Cincinnati,2132,2023,Big 12,12,5.0,3,9,1,6,2,3
Clemson,228,2023,ACC,13,8.8,9,4,6,1,2,3
Coastal Carolina,324,2023,Sun Belt,13,7.7,8,5,4,2,3,3
Colorado,38,2023,Pac-12,12,3.3,4,8,2,4,2,4
Colorado State,36,2023,Mountain West,12,4.6,5,7,4,2,1,5
Connecticut,41,2023,FBS Independents,12,3.6,3,9,1,5,2,4
Duke,150,2023,ACC,13,6.9,8,5,6,1,1,4
East Carolina,151,2023,American Athletic,12,3.5,2,10,1,5,1,5
Eastern Michigan,2199,2023,Mid-American,13,4.5,6,7,5,2,1,5
Florida,57,2023,SEC,12,5.9,5,7,4,2,1,4
Florida Atlantic,2226,2023,American Athletic,12,3.9,4,8,2,4,2,4
Florida International,2229,2023,Conference USA,12,3.2,4,8,2,4,2,4
Florida State,52,2023,ACC,14,10.5,13,1,6,0,5,0
Fresno State,278,2023,Mountain West,13,6.2,9,4,5,1,3,3
Georgia,61,2023,SEC,14,12.6,13,1,7,0,4,0
Georgia Southern,290,2023,Sun Belt,13,4.9,6,7,5,1,1,5
Georgia State,2247,2023,Sun Belt,13,7.4,7,6,3,3,3,3
Georgia Tech,59,2023,ACC,13,5.8,7,6,3,3,3,2
Hawai'i,62,2023,Mountain West,13,4.0,5,8,4,3,1,5
Houston,248,2023,Big 12,12,2.8,4,8,3,4,1,4
Illinois,356,2023,Big Ten,12,5.8,5,7,3,4,2,3
Indiana,84,2023,Big Ten,12,4.2,3,9,3,3,0,5
Iowa,2294,2023,Big Ten,14,7.8,10,4,6,1,3,1
Iowa State,66,2023,Big 12,13,8.0,7,6,3,4,4,2
Jacksonville State,55,2023,Conference USA,13,7.6,9,4,5,1,3,3
James Madison,256,2023,Sun Belt,13,9.7,11,2,5,1,6,0
Kansas,2305,2023,Big 12,13,10.7,9,4,5,2,3,2
Kansas State,2306,2023,Big 12,13,7.6,9,4,6,1,2,3
Kent State,2309,2023,Mid-American,12,2.1,1,11,1,4,0,7
Kentucky,96,2023,SEC,13,6.9,7,6,4,3,3,2
Liberty,2335,2023,Conference USA,14,12.8,13,1,8,0,5,0
Louisiana,309,2023,Sun Belt,13,6.6,6,7,4,2,2,4
Louisiana Monroe,2433,2023,Sun Belt,12,1.3,2,10,2,4,0,6
Louisiana Tech,2348,2023,Conference USA,12,4.2,3,9,2,4,1,5
Louisville,97,2023,ACC,14,9.7,10,4,6,1,2,1
LSU,99,2023,SEC,13,8.9,10,3,7,0,2,2
Marshall,276,2023,Sun Belt,13,6.2,6,7,5,1,1,5
Maryland,120,2023,Big Ten,13,8.7,8,5,4,3,3,2
Memphis,235,2023,American Athletic,13,7.8,10,3,4,2,6,0
Miami,2390,2023,ACC,13,8.4,7,6,5,2,2,3
Miami (OH),193,2023,Mid-American,14,9.0,11,3,4,1,6,1
Michigan,130,2023,Big Ten,15,14.1,15,0,7,0,5,0
Michigan State,127,2023,Big Ten,12,4.3,4,8,3,3,1,4
Middle Tennessee,2393,2023,Conference USA,12,4.6,4,8,4,2,0,6
Minnesota,135,2023,Big Ten,13,6.3,6,7,4,3,1,4
Mississippi State,344,2023,SEC,12,4.8,5,7,4,4,1,3
Missouri,142,2023,SEC,13,10.4,11,2,6,1,3,1
Navy,2426,2023,American Athletic,12,5.8,5,7,4,2,1,3
NC State,152,2023,ACC,13,7.4,9,4,5,2,4,1
Nebraska,158,2023,Big Ten,12,8.1,5,7,4,3,1,4
Nevada,2440,2023,Mountain West,12,2.5,2,10,1,5,1,5
New Mexico,167,2023,Mountain West,12,4.5,4,8,2,4,2,4
New Mexico State,166,2023,Conference USA,15,10.3,10,5,5,1,5,3
North Carolina,153,2023,ACC,13,6.9,8,5,6,1,1,3
Northern Illinois,2459,2023,Mid-American,13,7.9,7,6,3,3,3,3
North Texas,249,2023,American Athletic,12,3.8,5,7,3,3,2,4
Northwestern,77,2023,Big Ten,13,4.9,8,5,5,1,2,3
Notre Dame,87,2023,FBS Independents,13,10.6,10,3,5,1,3,2
Ohio,195,2023,Mid-American,13,9.2,10,3,5,1,4,2
Ohio State,194,2023,Big Ten,13,10.1,11,2,6,0,5,1
Oklahoma,201,2023,Big 12,13,10.9,10,3,6,0,3,2
Oklahoma State,197,2023,Big 12,14,5.8,10,4,6,1,3,2
Old Dominion,295,2023,Sun Belt,13,5.4,6,7,4,2,2,4
Ole Miss,145,2023,SEC,13,8.4,11,2,7,0,3,2
Oregon,2483,2023,Pac-12,14,12.7,12,2,7,0,4,1
Oregon State,204,2023,Pac-12,13,9.3,8,5,5,1,3,3
Penn State,213,2023,Big Ten,13,9.1,10,3,6,1,3,1
Pittsburgh,221,2023,ACC,12,4.3,3,9,3,3,0,5
Purdue,2509,2023,Big Ten,12,5.2,4,8,3,4,1,4
Rice,242,2023,American Athletic,13,5.3,6,7,4,3,2,3
Rutgers,164,2023,Big Ten,13,6.3,7,6,5,2,1,4
Sam Houston State,2534,2023,Conference USA,12,3.5,3,9,2,3,1,5
San Diego State,21,2023,Mountain West,12,5.6,4,8,3,4,1,4
San José State,23,2023,Mountain West,13,7.1,7,6,4,2,3,3
SMU,2567,2023,American Athletic,14,10.7,11,3,6,0,5,2
South Alabama,6,2023,Sun Belt,13,7.8,7,6,4,2,3,4
South Carolina,2579,2023,SEC,12,5.6,5,7,5,2,0,4
Southern Mississippi,2572,2023,Sun Belt,12,4.1,3,9,2,4,1,5
South Florida,58,2023,American Athletic,13,6.8,7,6,4,2,2,4
Stanford,24,2023,Pac-12,12,2.4,3,9,0,7,3,2
Syracuse,183,2023,ACC,13,6.1,6,7,4,2,1,4
TCU,2628,2023,Big 12,12,6.2,5,7,4,3,1,4
Temple,218,2023,American Athletic,12,2.8,3,9,3,4,0,5
Tennessee,2633,2023,SEC,13,8.8,9,4,6,1,1,3
Texas,251,2023,Big 12,14,11.3,12,2,6,0,5,0
Texas A&M,245,2023,SEC,13,8.4,7,6,6,1,0,4
Texas State,326,2023,Sun Belt,13,8.5,8,5,5,1,2,4
Texas Tech,2641,2023,Big 12,13,6.0,7,6,4,2,2,4
Toledo,2649,2023,Mid-American,14,10.7,11,3,6,0,5,1
Troy,2653,2023,Sun Belt,14,10.1,11,3,6,1,5,1
Tulane,2655,2023,American Athletic,14,9.9,11,3,6,2,5,0
Tulsa,202,2023,American Athletic,12,5.4,4,8,2,4,2,4
UAB,5,2023,American Athletic,12,6.1,4,8,4,2,0,6
UCF,2116,2023,Big 12,13,9.3,6,7,4,2,2,4
UCLA,26,2023,Pac-12,13,8.6,8,5,4,2,3,3
UMass,113,2023,FBS Independents,12,4.2,3,9,1,5,2,4
UNLV,2439,2023,Mountain West,14,8.4,9,5,5,2,4,2
USC,30,2023,Pac-12,13,6.3,8,5,4,3,3,2
Utah,254,2023,Pac-12,13,8.7,8,5,6,1,2,3
Utah State,328,2023,Mountain West,13,6.2,6,7,3,3,3,3
UTEP,2638,2023,Conference USA,12,4.7,3,9,1,5,2,4
UT San Antonio,2636,2023,American Athletic,13,9.1,9,4,5,1,3,3
Vanderbilt,238,2023,SEC,12,1.3,2,10,2,4,0,6
Virginia,258,2023,ACC,12,5.3,3,9,2,4,1,4
Virginia Tech,259,2023,ACC,13,7.1,7,6,4,2,2,4
Wake Forest,154,2023,ACC,12,4.2,4,8,3,3,1,5
Washington,264,2023,Pac-12,15,10.6,14,1,7,0,5,0
Washington State,265,2023,Pac-12,12,5.6,5,7,4,2,1,5
Western Kentucky,98,2023,Conference USA,13,6.2,8,5,4,2,3,3
Western Michigan,2711,2023,Mid-American,12,4.5,4,8,3,2,1,6
West Virginia,277,2023,Big 12,13,8.8,9,4,5,1,3,3
Wisconsin,275,2023,Big Ten,13,6.4,7,6,4,3,3,2
Wyoming,2751,2023,Mountain West,13,7.3,9,4,7,0,1,4
