name,team,year,games,wins,losses
Dennis Stolz,Bowling Green,1982,12,7,5
Dennis Stolz,Bowling Green,1983,11,8,3
Dennis Stolz,Bowling Green,1984,11,8,3
Dennis Stolz,Bowling Green,1985,12,11,1
Dennis Stolz,San Diego State,1986,12,8,4
Dennis Stolz,San Diego State,1987,12,5,7
Dennis Stolz,San Diego State,1988,11,3,8
Alex Stone,Tennessee,1910,9,3,5
John Stone,Clemson,1908,7,1,6
Bob Stoops,Oklahoma,1999,12,7,5
Bob Stoops,Oklahoma,2000,13,13,0
Bob Stoops,Oklahoma,2001,13,11,2
Bob Stoops,Oklahoma,2002,14,12,2
Bob Stoops,Oklahoma,2003,14,12,2
Bob Stoops,Oklahoma,2004,13,12,1
Bob Stoops,Oklahoma,2005,12,8,4
Bob Stoops,Oklahoma,2006,14,11,3
Bob Stoops,Oklahoma,2007,14,11,3
Bob Stoops,Oklahoma,2008,14,12,2
Bob Stoops,Oklahoma,2009,13,8,5
Bob Stoops,Oklahoma,2010,14,12,2
Bob Stoops,Oklahoma,2011,13,10,3
Bob Stoops,Oklahoma,2012,13,10,3
Bob Stoops,Oklahoma,2013,13,11,2
Bob Stoops,Oklahoma,2014,13,8,5
Bob Stoops,Oklahoma,2015,13,11,2
Bob Stoops,Oklahoma,2016,13,11,2
Bob Stoops,Oklahoma,2021,1,1,0
Mark Stoops,Kentucky,2013,12,2,10
Mark Stoops,Kentucky,2014,12,5,7
Mark Stoops,Kentucky,2015,12,5,7
Mark Stoops,Kentucky,2016,13,7,6
Mark Stoops,Kentucky,2017,13,7,6
Mark Stoops,Kentucky,2018,13,10,3
Mark Stoops,Kentucky,2019,13,8,5
Mark Stoops,Kentucky,2020,11,5,6
Mark Stoops,Kentucky,2021,13,10,3
Mark Stoops,Kentucky,2022,13,7,6
Mark Stoops,Kentucky,2023,2,2,0
Mike Stoops,Arizona,2004,11,3,8
Mike Stoops,Arizona,2005,11,3,8
Mike Stoops,Arizona,2006,12,6,6
Mike Stoops,Arizona,2007,12,5,7
Mike Stoops,Arizona,2008,13,8,5
Mike Stoops,Arizona,2009,13,8,5
Mike Stoops,Arizona,2010,13,7,6
Mike Stoops,Arizona,2011,6,1,5
Jerry Stovall,LSU,1980,11,7,4
Jerry Stovall,LSU,1981,11,3,7
Jerry Stovall,LSU,1982,12,8,3
Jerry Stovall,LSU,1983,11,4,7
Leo Strang,Kent State,1964,9,3,5
Leo Strang,Kent State,1965,10,5,4
Leo Strang,Kent State,1966,10,4,6
Leo Strang,Kent State,1967,10,5,5
Don Strock,Florida International,2004,10,3,7
Don Strock,Florida International,2005,11,5,6
Don Strock,Florida International,2006,12,0,12
Charlie Strong,Florida,2004,1,0,1
Charlie Strong,Louisville,2010,13,7,6
Charlie Strong,Louisville,2011,13,7,6
Charlie Strong,Louisville,2012,13,11,2
Charlie Strong,Louisville,2013,13,12,1
Charlie Strong,Texas,2014,13,6,7
Charlie Strong,Texas,2015,12,5,7
Charlie Strong,Texas,2016,12,5,7
Charlie Strong,South Florida,2017,12,10,2
Charlie Strong,South Florida,2018,13,7,6
Charlie Strong,South Florida,2019,12,4,8
Jim Strong,UNLV,1990,11,4,7
Jim Strong,UNLV,1991,11,4,7
Jim Strong,UNLV,1992,11,6,5
Jim Strong,UNLV,1993,11,3,8
Abe Stuber,Iowa State,1947,9,3,6
Abe Stuber,Iowa State,1948,10,4,6
Abe Stuber,Iowa State,1949,9,5,3
Abe Stuber,Iowa State,1950,10,3,6
Abe Stuber,Iowa State,1951,9,4,4
Abe Stuber,Iowa State,1952,9,3,6
Abe Stuber,Iowa State,1953,9,2,7
Charles Studley,Cincinnati,1961,10,3,7
Charles Studley,Cincinnati,1962,10,2,8
Charles Studley,Cincinnati,1963,10,6,4
Charles Studley,Cincinnati,1964,10,8,2
Charles Studley,Cincinnati,1965,10,5,5
Charles Studley,Cincinnati,1966,10,3,7
Harry Stuhldreher,Villanova,1930,10,5,5
Harry Stuhldreher,Villanova,1931,9,4,3
Harry Stuhldreher,Villanova,1932,9,7,2
Harry Stuhldreher,Villanova,1933,10,7,2
Harry Stuhldreher,Villanova,1934,9,3,4
Harry Stuhldreher,Villanova,1935,9,7,2
Harry Stuhldreher,Wisconsin,1936,8,2,6
Harry Stuhldreher,Wisconsin,1937,8,4,3
Harry Stuhldreher,Wisconsin,1938,8,5,3
Harry Stuhldreher,Wisconsin,1939,8,1,6
Harry Stuhldreher,Wisconsin,1940,8,4,4
Harry Stuhldreher,Wisconsin,1941,8,3,5
Harry Stuhldreher,Wisconsin,1942,10,8,1
Harry Stuhldreher,Wisconsin,1943,10,1,9
Harry Stuhldreher,Wisconsin,1944,9,3,6
Harry Stuhldreher,Wisconsin,1945,9,3,4
Harry Stuhldreher,Wisconsin,1946,9,4,5
Harry Stuhldreher,Wisconsin,1947,9,5,3
Harry Stuhldreher,Wisconsin,1948,9,2,7
Bob Stull,UTEP,1986,12,4,8
Bob Stull,UTEP,1987,11,7,4
Bob Stull,UTEP,1988,13,10,3
Bob Stull,Missouri,1989,11,2,9
Bob Stull,Missouri,1990,11,4,7
Bob Stull,Missouri,1991,11,3,7
Bob Stull,Missouri,1992,11,3,8
Bob Stull,Missouri,1993,11,3,7
Pat Sullivan,TCU,1992,11,2,8
Pat Sullivan,TCU,1993,11,4,7
Pat Sullivan,TCU,1994,12,7,5
Pat Sullivan,TCU,1995,11,6,5
Pat Sullivan,TCU,1996,11,4,7
Pat Sullivan,TCU,1997,11,1,10
R.L. Sullivan,Ole Miss,1919,8,4,4
R.L. Sullivan,Ole Miss,1921,9,3,6
Kevin Sumlin,Houston,2008,13,8,5
Kevin Sumlin,Houston,2009,14,10,4
Kevin Sumlin,Houston,2010,12,5,7
Kevin Sumlin,Houston,2011,13,12,1
Kevin Sumlin,Texas A&M,2012,13,11,2
Kevin Sumlin,Texas A&M,2013,13,9,4
Kevin Sumlin,Texas A&M,2014,13,8,5
Kevin Sumlin,Texas A&M,2015,13,8,5
Kevin Sumlin,Texas A&M,2016,13,8,5
Kevin Sumlin,Texas A&M,2017,12,7,5
Kevin Sumlin,Arizona,2018,12,5,7
Kevin Sumlin,Arizona,2019,12,4,8
Kevin Sumlin,Arizona,2020,5,0,5
Tyson Summers,Georgia Southern,2016,12,5,7
Tyson Summers,Georgia Southern,2017,6,0,6
Jon Sumrall,Troy,2022,14,12,2
Jon Sumrall,Troy,2023,2,1,1
Sal Sunseri,Pittsburgh,1992,1,0,1
Jim Sutherland,Washington State,1956,10,3,6
Jim Sutherland,Washington State,1957,10,6,4
Jim Sutherland,Washington State,1958,10,7,3
Jim Sutherland,Washington State,1959,10,6,4
Jim Sutherland,Washington State,1960,10,4,5
Jim Sutherland,Washington State,1961,10,3,7
Jim Sutherland,Washington State,1962,10,5,4
Jim Sutherland,Washington State,1963,10,3,6
Jock Sutherland,Lafayette,1919,8,6,2
Jock Sutherland,Lafayette,1920,8,5,3
Jock Sutherland,Lafayette,1921,9,9,0
Jock Sutherland,Lafayette,1922,9,7,2
Jock Sutherland,Lafayette,1923,9,6,1
Jock Sutherland,Pittsburgh,1924,9,5,3
Jock Sutherland,Pittsburgh,1925,9,8,1
Jock Sutherland,Pittsburgh,1926,9,5,2
Jock Sutherland,Pittsburgh,1927,10,8,1
Jock Sutherland,Pittsburgh,1928,9,6,2
Jock Sutherland,Pittsburgh,1929,10,9,1
Jock Sutherland,Pittsburgh,1930,9,6,2
Jock Sutherland,Pittsburgh,1931,9,8,1
Jock Sutherland,Pittsburgh,1932,11,8,1
Jock Sutherland,Pittsburgh,1933,9,8,1
Jock Sutherland,Pittsburgh,1934,9,8,1
Jock Sutherland,Pittsburgh,1935,10,7,1
Jock Sutherland,Pittsburgh,1936,10,8,1
Jock Sutherland,Pittsburgh,1937,10,9,0
Jock Sutherland,Pittsburgh,1938,10,8,2
Bob Sutton,Army,1991,11,4,7
Bob Sutton,Army,1992,11,5,6
Bob Sutton,Army,1993,11,6,5
Bob Sutton,Army,1994,11,4,7
Bob Sutton,Army,1995,11,5,5
Bob Sutton,Army,1996,12,10,2
Bob Sutton,Army,1997,11,4,7
Bob Sutton,Army,1998,11,3,8
Bob Sutton,Army,1999,11,3,8
Stanley Sutton,Virginia Tech,1920,10,4,6
Wayne Sutton,LSU,1917,8,3,5
Fred Swan,Temple,1939,9,2,7
Jim Sweeney,Washington State,1968,10,3,6
Jim Sweeney,Washington State,1969,10,1,9
Jim Sweeney,Washington State,1970,11,1,10
Jim Sweeney,Washington State,1971,11,4,7
Jim Sweeney,Washington State,1972,11,7,4
Jim Sweeney,Washington State,1973,11,5,6
Jim Sweeney,Washington State,1974,11,2,9
Jim Sweeney,Washington State,1975,11,3,8
Jim Sweeney,Fresno State,1976,11,5,6
Jim Sweeney,Fresno State,1977,11,9,2
Jim Sweeney,Fresno State,1980,11,5,6
Jim Sweeney,Fresno State,1981,11,5,6
Jim Sweeney,Fresno State,1982,12,11,1
Jim Sweeney,Fresno State,1983,11,6,5
Jim Sweeney,Fresno State,1984,12,6,6
Jim Sweeney,Fresno State,1985,12,11,0
Jim Sweeney,Fresno State,1986,11,9,2
Jim Sweeney,Fresno State,1987,11,6,5
Jim Sweeney,Fresno State,1988,12,10,2
Jim Sweeney,Fresno State,1989,12,11,1
Jim Sweeney,Fresno State,1990,11,8,2
Jim Sweeney,Fresno State,1991,12,10,2
Jim Sweeney,Fresno State,1992,13,9,4
Jim Sweeney,Fresno State,1993,12,8,4
Jim Sweeney,Fresno State,1994,13,5,7
Jim Sweeney,Fresno State,1995,12,5,7
Jim Sweeney,Fresno State,1996,11,4,7
Edwin Sweetland,Colgate,1908,7,4,3
Edwin Sweetland,West Virginia,1913,9,3,4
Edwin Sweetland,Tulane,1914,7,3,3
E.R. Sweetland,Ohio State,1904,11,6,5
E.R. Sweetland,Ohio State,1905,12,8,2
Dabo Swinney,Clemson,2008,7,4,3
Dabo Swinney,Clemson,2009,14,9,5
Dabo Swinney,Clemson,2010,13,6,7
Dabo Swinney,Clemson,2011,14,10,4
Dabo Swinney,Clemson,2012,13,11,2
Dabo Swinney,Clemson,2013,13,11,2
Dabo Swinney,Clemson,2014,13,10,3
Dabo Swinney,Clemson,2015,15,14,1
Dabo Swinney,Clemson,2016,15,14,1
Dabo Swinney,Clemson,2017,14,12,2
Dabo Swinney,Clemson,2018,15,15,0
Dabo Swinney,Clemson,2019,15,14,1
Dabo Swinney,Clemson,2020,12,10,2
Dabo Swinney,Clemson,2021,13,10,3
Dabo Swinney,Clemson,2022,14,11,3
Dabo Swinney,Clemson,2023,2,1,1
Barry Switzer,Oklahoma,1973,11,10,0
Barry Switzer,Oklahoma,1974,11,11,0
Barry Switzer,Oklahoma,1975,12,11,1
Barry Switzer,Oklahoma,1976,12,9,2
Barry Switzer,Oklahoma,1977,12,10,2
Barry Switzer,Oklahoma,1978,12,11,1
Barry Switzer,Oklahoma,1979,12,11,1
Barry Switzer,Oklahoma,1980,12,10,2
Barry Switzer,Oklahoma,1981,12,7,4
Barry Switzer,Oklahoma,1982,12,8,4
Barry Switzer,Oklahoma,1983,12,8,4
Barry Switzer,Oklahoma,1984,12,9,2
Barry Switzer,Oklahoma,1985,12,11,1
Barry Switzer,Oklahoma,1986,12,11,1
Barry Switzer,Oklahoma,1987,12,11,1
Barry Switzer,Oklahoma,1988,12,9,3
Willie Taggart,Western Kentucky,2010,12,2,10
Willie Taggart,Western Kentucky,2011,12,7,5
Willie Taggart,Western Kentucky,2012,12,7,5
Willie Taggart,South Florida,2013,12,2,10
Willie Taggart,South Florida,2014,12,4,8
Willie Taggart,South Florida,2015,13,8,5
Willie Taggart,South Florida,2016,12,10,2
Willie Taggart,Oregon,2017,13,7,6
Willie Taggart,Florida State,2018,12,5,7
Willie Taggart,Florida State,2019,9,4,5
Willie Taggart,Florida Atlantic,2020,9,5,4
Willie Taggart,Florida Atlantic,2021,12,5,7
Willie Taggart,Florida Atlantic,2022,12,5,7
Trusty Tallman,West Virginia,1934,10,6,4
Trusty Tallman,West Virginia,1935,9,3,4
Trusty Tallman,West Virginia,1936,10,6,4
Augie Tammariello,Louisiana,1974,11,2,9
Augie Tammariello,Louisiana,1975,11,6,5
Augie Tammariello,Louisiana,1976,11,9,2
Augie Tammariello,Louisiana,1977,12,6,4
Augie Tammariello,Louisiana,1978,11,3,8
Augie Tammariello,Louisiana,1979,11,4,7
Charlie Tate,Miami,1964,10,4,5
Charlie Tate,Miami,1965,10,5,4
Charlie Tate,Miami,1966,11,8,2
Charlie Tate,Miami,1967,11,7,4
Charlie Tate,Miami,1968,10,5,5
Charlie Tate,Miami,1969,10,4,6
Charlie Tate,Miami,1970,2,1,1
William Tate,Wake Forest,1964,10,5,5
William Tate,Wake Forest,1965,10,3,7
William Tate,Wake Forest,1966,10,3,7
William Tate,Wake Forest,1967,10,4,6
William Tate,Wake Forest,1968,10,2,7
Jim Tatum,North Carolina,1942,9,5,2
Jim Tatum,Oklahoma,1946,11,8,3
Jim Tatum,Maryland,1947,11,7,2
Jim Tatum,Maryland,1948,10,6,4
Jim Tatum,Maryland,1949,10,9,1
Jim Tatum,Maryland,1950,10,7,2
Jim Tatum,Maryland,1951,10,10,0
Jim Tatum,Maryland,1952,9,7,2
Jim Tatum,Maryland,1953,11,10,1
Jim Tatum,Maryland,1954,10,7,2
Jim Tatum,Maryland,1955,11,10,1
Jim Tatum,North Carolina,1956,10,2,7
Jim Tatum,North Carolina,1957,10,6,4
Jim Tatum,North Carolina,1958,10,6,4
Vai Taua,Nevada,2021,1,0,1
Chuck Taylor,Stanford,1951,11,9,2
Chuck Taylor,Stanford,1952,10,5,5
Chuck Taylor,Stanford,1953,10,6,3
Chuck Taylor,Stanford,1954,10,4,6
Chuck Taylor,Stanford,1955,10,6,3
Chuck Taylor,Stanford,1956,10,4,6
Chuck Taylor,Stanford,1957,10,6,4
Fred Taylor,TCU,1967,10,4,6
Fred Taylor,TCU,1968,10,3,7
Fred Taylor,TCU,1969,10,4,6
Fred Taylor,TCU,1970,11,4,6
Kip Taylor,Oregon State,1949,10,7,3
Kip Taylor,Oregon State,1950,9,3,6
Kip Taylor,Oregon State,1951,10,4,6
Kip Taylor,Oregon State,1952,9,2,7
Kip Taylor,Oregon State,1953,9,3,6
Kip Taylor,Oregon State,1954,9,1,8
Lance Taylor,Western Michigan,2023,2,1,1
Troy Taylor,Stanford,2023,2,1,1
Grant Teaff,Baylor,1972,11,5,6
Grant Teaff,Baylor,1973,11,2,9
Grant Teaff,Baylor,1974,12,8,4
Grant Teaff,Baylor,1975,11,3,6
Grant Teaff,Baylor,1976,11,7,3
Grant Teaff,Baylor,1977,11,5,6
Grant Teaff,Baylor,1978,11,3,8
Grant Teaff,Baylor,1979,12,8,4
Grant Teaff,Baylor,1980,12,10,2
Grant Teaff,Baylor,1981,11,5,6
Grant Teaff,Baylor,1982,11,4,6
Grant Teaff,Baylor,1983,12,7,4
Grant Teaff,Baylor,1984,11,5,6
Grant Teaff,Baylor,1985,12,9,3
Grant Teaff,Baylor,1986,12,9,3
Grant Teaff,Baylor,1987,11,6,5
Grant Teaff,Baylor,1988,11,6,5
Grant Teaff,Baylor,1989,11,5,6
Grant Teaff,Baylor,1990,11,6,4
Grant Teaff,Baylor,1991,12,8,4
Grant Teaff,Baylor,1992,12,7,5
Gus Tebell,NC State,1925,9,3,5
Gus Tebell,NC State,1926,10,4,6
Gus Tebell,NC State,1927,10,9,1
Gus Tebell,NC State,1928,10,4,5
Gus Tebell,NC State,1929,9,1,8
Gus Tebell,Virginia,1934,9,3,6
Gus Tebell,Virginia,1935,10,1,5
Gus Tebell,Virginia,1936,9,2,7
Jeff Tedford,California,2002,12,7,5
Jeff Tedford,California,2003,14,8,6
Jeff Tedford,California,2004,12,10,2
Jeff Tedford,California,2005,12,8,4
Jeff Tedford,California,2006,13,10,3
Jeff Tedford,California,2007,13,7,6
Jeff Tedford,California,2008,13,9,4
Jeff Tedford,California,2009,13,8,5
Jeff Tedford,California,2010,12,5,7
Jeff Tedford,California,2011,13,7,6
Jeff Tedford,California,2012,12,3,9
Jeff Tedford,Fresno State,2017,14,10,4
Jeff Tedford,Fresno State,2018,14,12,2
Jeff Tedford,Fresno State,2019,12,4,8
Jeff Tedford,Fresno State,2022,14,10,4
Jeff Tedford,Fresno State,2023,2,2,0
Buddy Teevens,Tulane,1992,11,2,9
Buddy Teevens,Tulane,1993,12,3,9
Buddy Teevens,Tulane,1994,11,1,10
Buddy Teevens,Tulane,1995,11,2,9
Buddy Teevens,Tulane,1996,11,2,9
Buddy Teevens,Stanford,2002,11,2,9
Buddy Teevens,Stanford,2003,11,4,7
Buddy Teevens,Stanford,2004,11,4,7
Jon Tenuta,Georgia Tech,2007,1,0,1
Lou Tepper,Illinois,1992,12,6,5
Lou Tepper,Illinois,1993,11,5,6
Lou Tepper,Illinois,1994,12,7,5
Lou Tepper,Illinois,1995,11,5,5
Lou Tepper,Illinois,1996,11,2,9
Ralph Thacker,Wyoming,1913,5,0,5
Ralph Thacker,Wyoming,1914,6,1,5
Roger Theder,California,1978,11,6,5
Roger Theder,California,1979,12,6,6
Roger Theder,California,1980,11,3,8
Roger Theder,California,1981,11,2,9
Glenn Thistlethwaite,Northwestern,1922,7,3,3
Glenn Thistlethwaite,Northwestern,1923,8,2,6
Glenn Thistlethwaite,Northwestern,1924,8,4,4
Glenn Thistlethwaite,Northwestern,1925,8,5,3
Glenn Thistlethwaite,Northwestern,1926,8,7,1
Glenn Thistlethwaite,Wisconsin,1927,8,4,4
Glenn Thistlethwaite,Wisconsin,1928,9,7,1
Glenn Thistlethwaite,Wisconsin,1929,9,4,5
Glenn Thistlethwaite,Wisconsin,1930,9,6,2
Glenn Thistlethwaite,Wisconsin,1931,10,5,4
Glenn Thistlethwaite,Richmond,1934,9,8,1
Glenn Thistlethwaite,Richmond,1935,9,3,3
Glenn Thistlethwaite,Richmond,1936,10,4,4
Glenn Thistlethwaite,Richmond,1937,10,5,4
Glenn Thistlethwaite,Richmond,1938,10,6,3
Glenn Thistlethwaite,Richmond,1939,10,7,1
Glenn Thistlethwaite,Richmond,1940,9,6,3
Glenn Thistlethwaite,Richmond,1941,9,2,7
Frank Thomas,Alabama,1931,10,9,1
Frank Thomas,Alabama,1932,10,8,2
Frank Thomas,Alabama,1933,9,7,1
Frank Thomas,Alabama,1934,10,10,0
Frank Thomas,Alabama,1935,9,6,2
Frank Thomas,Alabama,1936,9,8,0
Frank Thomas,Alabama,1937,10,9,1
Frank Thomas,Alabama,1938,9,7,1
Frank Thomas,Alabama,1939,9,5,3
Frank Thomas,Alabama,1940,9,7,2
Frank Thomas,Alabama,1941,11,9,2
Frank Thomas,Alabama,1942,11,8,3
Frank Thomas,Alabama,1944,9,5,2
Frank Thomas,Alabama,1945,10,10,0
Frank Thomas,Alabama,1946,11,7,4
Frank Thompson,Wake Forest,1911,8,3,5
Frank Thompson,Wake Forest,1912,8,2,6
Frank Thompson,Wake Forest,1913,8,0,8
John Thompson,East Carolina,2003,12,1,11
John Thompson,East Carolina,2004,11,2,9
Joseph Thompson,Pittsburgh,1908,11,8,3
Joseph Thompson,Pittsburgh,1909,9,6,2
Joseph Thompson,Pittsburgh,1910,9,9,0
Joseph Thompson,Pittsburgh,1911,8,4,3
Joseph Thompson,Pittsburgh,1912,9,3,6
Fred Thomsen,Arkansas,1929,9,7,2
Fred Thomsen,Arkansas,1930,9,3,6
Fred Thomsen,Arkansas,1931,9,3,5
Fred Thomsen,Arkansas,1932,9,1,6
Fred Thomsen,Arkansas,1933,11,7,3
Fred Thomsen,Arkansas,1934,10,4,4
Fred Thomsen,Arkansas,1935,10,5,5
Fred Thomsen,Arkansas,1936,10,7,3
Fred Thomsen,Arkansas,1937,10,6,2
Fred Thomsen,Arkansas,1938,10,2,7
Fred Thomsen,Arkansas,1939,10,4,5
Fred Thomsen,Arkansas,1940,10,4,6
Fred Thomsen,Arkansas,1941,10,3,7
Tiny Thornhill,Stanford,1933,11,8,2
Tiny Thornhill,Stanford,1934,11,9,1
Tiny Thornhill,Stanford,1935,9,8,1
Tiny Thornhill,Stanford,1936,9,2,5
Tiny Thornhill,Stanford,1937,9,4,3
Tiny Thornhill,Stanford,1938,9,3,6
Tiny Thornhill,Stanford,1939,9,1,7
J.J. Tigert,Kentucky,1915,8,6,1
J.J. Tigert,Kentucky,1916,7,4,1
Joe Tiller,Wyoming,1991,11,4,6
Joe Tiller,Wyoming,1992,12,5,7
Joe Tiller,Wyoming,1993,12,8,4
Joe Tiller,Wyoming,1994,12,6,6
Joe Tiller,Wyoming,1995,11,6,5
Joe Tiller,Wyoming,1996,12,10,2
Joe Tiller,Purdue,1997,12,9,3
Joe Tiller,Purdue,1998,13,9,4
Joe Tiller,Purdue,1999,12,7,5
Joe Tiller,Purdue,2000,12,8,4
Joe Tiller,Purdue,2001,12,6,6
Joe Tiller,Purdue,2002,13,7,6
Joe Tiller,Purdue,2003,13,9,4
Joe Tiller,Purdue,2004,12,7,5
Joe Tiller,Purdue,2005,11,5,6
Joe Tiller,Purdue,2006,14,8,6
Joe Tiller,Purdue,2007,13,8,5
Joe Tiller,Purdue,2008,12,4,8
S.D. Tilson,Virginia Tech,1942,10,7,2
Gaynell Tinsley,LSU,1948,10,3,7
Gaynell Tinsley,LSU,1949,11,8,3
Gaynell Tinsley,LSU,1950,11,4,5
Gaynell Tinsley,LSU,1951,11,7,3
Gaynell Tinsley,LSU,1952,10,3,7
Gaynell Tinsley,LSU,1953,11,5,3
Gaynell Tinsley,LSU,1954,11,5,6
E.M. Tipton,TCU,1918,7,4,3
Jeff Tisdel,Nevada,1996,12,9,3
Jeff Tisdel,Nevada,1997,11,5,6
Jeff Tisdel,Nevada,1998,11,6,5
Jeff Tisdel,Nevada,1999,11,3,8
Robert Titchenal,New Mexico,1953,9,5,3
Robert Titchenal,New Mexico,1954,10,5,5
Robert Titchenal,New Mexico,1955,10,2,8
Robert Titchenal,San José State,1957,10,3,7
Robert Titchenal,San José State,1958,9,4,5
Robert Titchenal,San José State,1959,10,4,6
Robert Titchenal,San José State,1960,9,5,4
Robert Titchenal,San José State,1961,10,6,4
Robert Titchenal,San José State,1962,11,2,8
Robert Titchenal,San José State,1963,10,5,5
Robert Titchenal,San José State,1964,10,4,6
Billy Tohill,TCU,1971,4,3,1
Billy Tohill,TCU,1972,11,5,6
Billy Tohill,TCU,1973,11,3,8
Bob Toledo,Pacific,1979,10,3,7
Bob Toledo,Pacific,1980,12,4,8
Bob Toledo,Pacific,1981,11,5,6
Bob Toledo,Pacific,1982,11,2,9
Bob Toledo,UCLA,1996,11,5,6
Bob Toledo,UCLA,1997,12,10,2
Bob Toledo,UCLA,1998,12,10,2
Bob Toledo,UCLA,1999,11,4,7
Bob Toledo,UCLA,2000,12,6,6
Bob Toledo,UCLA,2001,11,7,4
Bob Toledo,UCLA,2002,12,7,5
Bob Toledo,Tulane,2007,12,4,8
Bob Toledo,Tulane,2008,12,2,10
Bob Toledo,Tulane,2009,12,3,9
Bob Toledo,Tulane,2010,12,4,8
Bob Toledo,Tulane,2011,7,2,5
Rick Tolley,Marshall,1969,10,3,7
Rick Tolley,Marshall,1970,9,3,6
Ted Tollner,USC,1983,11,4,6
Ted Tollner,USC,1984,12,9,3
Ted Tollner,USC,1985,12,6,6
Ted Tollner,USC,1986,12,7,5
Ted Tollner,San Diego State,1994,11,4,7
Ted Tollner,San Diego State,1995,12,8,4
Ted Tollner,San Diego State,1996,11,8,3
Ted Tollner,San Diego State,1997,12,5,7
Ted Tollner,San Diego State,1998,12,7,5
Ted Tollner,San Diego State,1999,11,5,6
Ted Tollner,San Diego State,2000,11,3,8
Ted Tollner,San Diego State,2001,11,3,8
Dick Tomey,Hawai'i,1977,11,5,6
Dick Tomey,Hawai'i,1978,11,6,5
Dick Tomey,Hawai'i,1979,11,6,5
Dick Tomey,Hawai'i,1980,11,8,3
Dick Tomey,Hawai'i,1981,11,9,2
Dick Tomey,Hawai'i,1982,11,6,5
Dick Tomey,Hawai'i,1983,11,5,5
Dick Tomey,Hawai'i,1984,11,7,4
Dick Tomey,Hawai'i,1985,12,4,6
Dick Tomey,Hawai'i,1986,12,7,5
Dick Tomey,Arizona,1987,11,4,4
Dick Tomey,Arizona,1988,11,7,4
Dick Tomey,Arizona,1989,12,8,4
Dick Tomey,Arizona,1990,12,7,5
Dick Tomey,Arizona,1991,11,4,7
Dick Tomey,Arizona,1992,12,6,5
Dick Tomey,Arizona,1993,12,10,2
Dick Tomey,Arizona,1994,12,8,4
Dick Tomey,Arizona,1995,11,6,5
Dick Tomey,Arizona,1996,11,5,6
Dick Tomey,Arizona,1997,12,7,5
Dick Tomey,Arizona,1998,13,12,1
Dick Tomey,Arizona,1999,12,6,6
Dick Tomey,Arizona,2000,11,5,6
Dick Tomey,San José State,2005,11,3,8
Dick Tomey,San José State,2006,13,9,4
Dick Tomey,San José State,2007,12,5,7
Dick Tomey,San José State,2008,12,6,6
Dick Tomey,San José State,2009,12,2,10
John Tomlin,Arkansas,1943,9,2,7
Carl Torbush,North Carolina,1998,12,7,5
Carl Torbush,North Carolina,1999,11,3,8
Carl Torbush,North Carolina,2000,11,6,5
Chris Tormey,Idaho,1996,11,6,5
Chris Tormey,Idaho,1997,11,5,6
Chris Tormey,Idaho,1998,12,9,3
Chris Tormey,Idaho,1999,11,7,4
Chris Tormey,Nevada,2000,12,2,10
Chris Tormey,Nevada,2001,11,3,8
Chris Tormey,Nevada,2002,12,5,7
Chris Tormey,Nevada,2003,12,6,6
Gary Tranquill,Navy,1982,11,6,5
Gary Tranquill,Navy,1983,11,3,8
Gary Tranquill,Navy,1984,11,4,6
Gary Tranquill,Navy,1985,11,4,7
Gary Tranquill,Navy,1986,11,3,8
Jeff Traylor,UT San Antonio,2020,12,7,5
Jeff Traylor,UT San Antonio,2021,14,12,2
Jeff Traylor,UT San Antonio,2022,14,11,3
Jeff Traylor,UT San Antonio,2023,2,1,1
Don Treadwell,Miami (OH),2011,12,4,8
Don Treadwell,Miami (OH),2012,12,4,8
Don Treadwell,Miami (OH),2013,5,0,5
T.C. Trenchard,North Carolina,1913,9,5,4
T.C. Trenchard,North Carolina,1914,11,10,1
T.C. Trenchard,North Carolina,1915,8,4,3
Jim Tressel,Ohio State,2001,12,7,5
Jim Tressel,Ohio State,2002,14,14,0
Jim Tressel,Ohio State,2003,13,11,2
Jim Tressel,Ohio State,2004,12,8,4
Jim Tressel,Ohio State,2005,12,10,2
Jim Tressel,Ohio State,2006,13,12,1
Jim Tressel,Ohio State,2007,13,11,2
Jim Tressel,Ohio State,2008,13,10,3
Jim Tressel,Ohio State,2009,13,11,2
Jim Tressel,Ohio State,2010,13,12,1
Irl Tubbs,Miami,1936,10,6,2
Irl Tubbs,Iowa,1937,8,1,7
Irl Tubbs,Iowa,1938,8,1,6
Tommy Tuberville,Ole Miss,1995,11,6,5
Tommy Tuberville,Ole Miss,1996,11,5,6
Tommy Tuberville,Ole Miss,1997,12,8,4
Tommy Tuberville,Ole Miss,1998,11,6,5
Tommy Tuberville,Auburn,1999,11,5,6
Tommy Tuberville,Auburn,2000,13,9,4
Tommy Tuberville,Auburn,2001,12,7,5
Tommy Tuberville,Auburn,2002,13,9,4
Tommy Tuberville,Auburn,2003,13,8,5
Tommy Tuberville,Auburn,2004,13,13,0
Tommy Tuberville,Auburn,2005,12,9,3
Tommy Tuberville,Auburn,2006,13,11,2
Tommy Tuberville,Auburn,2007,13,9,4
Tommy Tuberville,Auburn,2008,12,5,7
Tommy Tuberville,Texas Tech,2010,13,8,5
Tommy Tuberville,Texas Tech,2011,12,5,7
Tommy Tuberville,Texas Tech,2012,12,7,5
Tommy Tuberville,Cincinnati,2013,13,9,4
